transaction_id,date,employee_id,vendor_id,amount,category,invoice_number,is_fraud,fraud_type,z_score,pair_frequency,employee_total_spend,cat_percentile
12522,2025-01-11,EMP-092,PROV-037,1401.33,Logistics,INV-037-20250111-12521,False,,0.27299458141335115,4,174858.74,0.6338834624452677
6557,2025-05-28,EMP-044,PROV-056,459.52,Marketing,INV-056-20250528-6556,False,,-0.932080455219058,3,113642.06,0.16902547513141933
13698,2025-10-13,EMP-092,PROV-015,374.88,Logistics,INV-015-20251013-13697,False,,-1.4860374771322207,5,174858.74,0.056247894914112494
11051,2025-02-23,EMP-063,PROV-021,2498.0,IT,INV-021-20250223-11050,False,,0.7915555976769632,3,293561.01,0.7857654645330786
9752,2025-03-04,EMP-022,PROV-059,356.15,Supplies,INV-059-20250304-9751,False,,-0.2526724504598359,3,59966.83,0.39756782039289057
2975,2025-01-28,EMP-083,PROV-068,1435.76,IT,INV-068-20250128-2974,False,,-0.4751848247005758,4,262510.14,0.3358012897062336
2696,2025-10-28,EMP-049,PROV-036,2856.48,IT,INV-036-20251028-2695,False,,1.2190494847588846,4,302910.19,0.8812992596130881
2064,2025-01-20,EMP-042,PROV-005,1997.92,Travel,INV-005-20250120-2063,False,,0.701722121552769,4,186254.95,0.7657894736842106
11401,2025-01-02,EMP-072,PROV-065,120.37,Supplies,INV-065-20250102-11400,False,,-1.1026994216114008,3,60353.68,0.05612722170252572
11239,2025-11-12,EMP-049,PROV-047,2291.59,IT,INV-047-20251112-11238,False,,0.5454079374655725,5,302910.19,0.7102937664198711
4781,2025-05-27,EMP-048,PROV-017,709.8,IT,INV-017-20250527-4780,False,,-1.3409052617291177,2,292016.58,0.090040601862909
5106,2025-07-20,EMP-002,PROV-063,292.07,Supplies,INV-063-20250720-5105,False,,-0.4836917409483942,3,102059.67,0.2792329279700655
4116,2025-02-13,EMP-050,PROV-061,3819.74,IT,INV-061-20250213-4115,False,,2.367754465986656,3,273847.22,0.9873417721518988
7915,2025-10-26,EMP-049,PROV-059,2631.46,IT,INV-059-20251026-7914,False,,0.9507090627794884,2,302910.19,0.8268449964174827
4430,2025-06-17,EMP-023,PROV-029,1714.54,Travel,INV-029-20250617-4429,False,,0.27232822487380726,2,244403.75,0.6149122807017544
7393,2025-09-02,EMP-084,PROV-017,679.29,Travel,INV-017-20250902-7392,False,,-1.2963429288310944,3,224968.98,0.09912280701754386
8104,2025-11-20,EMP-098,PROV-039,2370.06,IT,INV-039-20251120-8103,False,,0.6389848324647867,2,258000.48,0.7420587532839742
1915,2025-04-25,EMP-006,PROV-065,1559.05,IT,INV-065-20250425-1914,False,,-0.32815926863516054,3,329893.7,0.39144972534033917
8769,2025-05-25,EMP-041,PROV-009,487.3,Marketing,INV-009-20250525-8768,False,,-0.8675601537035563,6,152979.0,0.18803073190456934
12925,2025-03-25,EMP-001,PROV-052,2131.06,Travel,INV-052-20250325-12924,False,,0.9034636114385651,4,289855.85,0.8181286549707603
6978,2025-08-27,EMP-100,PROV-064,363.09,Travel,INV-064-20250827-6977,False,,-1.7754676028726204,1,182897.0,0.02953216374269006
10861,2025-12-26,EMP-058,PROV-058,1760.51,IT,INV-058-20251226-10860,False,,-0.0879145729993541,1,269903.29,0.47671363744924766
12504,2025-12-23,EMP-008,PROV-053,435.49,Marketing,INV-053-20251223-12503,False,,-0.9878912127934821,2,167756.58,0.1512333198544278
10163,2025-03-25,EMP-010,PROV-067,1115.34,IT,INV-067-20250325-10162,False,,-0.8572914730457813,3,313348.12,0.21089085263912108
1628,2025-09-28,EMP-014,PROV-038,1368.97,Logistics,INV-038-20250928-1627,False,,0.2175391014440058,7,145129.46,0.6150218928932301
12178,2025-07-25,EMP-006,PROV-029,1483.79,IT,INV-029-20250725-12177,False,,-0.4179081805459656,4,329893.7,0.359923572963936
1198,2025-05-25,EMP-012,PROV-059,1005.74,Logistics,INV-059-20250525-1197,False,,-0.4049298104615991,7,177196.16,0.3640956551027282
10891,2025-07-07,EMP-042,PROV-025,1924.46,Travel,INV-025-20250707-10890,False,,0.5904112469319893,5,186254.95,0.7263157894736842
8820,2025-07-13,EMP-025,PROV-005,2515.34,IT,INV-005-20250713-8819,False,,0.8122338614629501,2,236917.21,0.7907809887747791
1852,2025-08-05,EMP-065,PROV-003,1578.4,Travel,INV-003-20250805-1851,False,,0.0660409600919815,3,224445.3,0.5356725146198831
9420,2025-01-22,EMP-055,PROV-068,1604.52,Logistics,INV-068-20250122-9419,False,,0.621202213520005,4,170859.05,0.7484001347254968
3355,2025-01-28,EMP-100,PROV-012,2849.48,Travel,INV-012-20250128-3354,False,,1.9920554783737745,3,182897.0,0.9728070175438597
12778,2025-02-04,EMP-049,PROV-021,1826.12,IT,INV-021-20250204-12777,False,,-0.009673460715698608,6,302910.19,0.5087174588010509
7042,2025-03-17,EMP-032,PROV-069,623.13,Travel,INV-069-20250317-7041,False,,-1.3814398348847694,2,259557.47,0.08421052631578947
7126,2025-05-27,EMP-004,PROV-018,1057.28,Marketing,INV-018-20250527-7125,False,,0.45624407443919446,1,132490.36,0.7112818439142742
5431,2025-01-28,EMP-095,PROV-056,2566.98,Logistics,INV-056-20250128-5430,False,,2.270574316464884,5,167366.6,0.984506567867969
14967,2025-11-23,EMP-011,PROV-054,1093.6,IT,INV-054-20251123-14966,False,,-0.8832168164545098,1,295439.97,0.20324814903272032
5759,2025-05-18,EMP-052,PROV-050,454.37,Supplies,INV-050-20250518-5758,False,,0.10142734217103498,3,58331.59,0.6005612722170253
14742,2025-05-02,EMP-050,PROV-044,1749.79,IT,INV-044-20250502-14741,False,,-0.1006983669893067,5,273847.22,0.4716981132075472
7696,2025-10-07,EMP-006,PROV-006,1269.26,IT,INV-006-20251007-7695,False,,-0.6737390876975071,3,329893.7,0.26677812276092666
9173,2025-01-28,EMP-076,PROV-043,1979.46,IT,INV-043-20250128-9172,False,,0.17318726413685073,4,281512.93,0.5739192739431573
5279,2025-04-18,EMP-069,PROV-028,3284.95,IT,INV-028-20250418-5278,False,,1.7300077133852814,4,275074.72,0.9527107714353953
14739,2025-04-27,EMP-026,PROV-032,563.12,Supplies,INV-032-20250427-14738,False,,0.49348957439061547,4,70030.07,0.7951356407857811
12769,2025-10-28,EMP-098,PROV-064,1607.86,IT,INV-064-20251028-12768,False,,-0.26995246036560977,4,258000.48,0.40960114640554096
14787,2025-02-01,EMP-067,PROV-027,455.21,Logistics,INV-027-20250201-14786,False,,-1.348375588815239,4,197591.51,0.07847760188615696
3758,2025-06-19,EMP-028,PROV-021,580.18,IT,INV-021-20250619-3757,False,,-1.4954794573427048,2,287056.24,0.06281347026510628
6626,2025-01-15,EMP-028,PROV-047,745.12,IT,INV-047-20250115-6625,False,,-1.2987855225756546,1,287056.24,0.10031048483401003
13106,2025-08-02,EMP-034,PROV-022,766.98,Logistics,INV-022-20250802-13105,False,,-0.8140939142156453,4,192504.08,0.2172448635904345
11652,2025-04-27,EMP-038,PROV-041,1572.51,Travel,INV-041-20250427-11651,False,,0.05711608871277645,4,220230.11,0.5301169590643274
12104,2025-01-15,EMP-056,PROV-003,938.67,Logistics,INV-003-20250115-12103,False,,-0.5198679761459009,3,195932.18,0.32367800606264735
8390,2025-04-27,EMP-064,PROV-007,476.8,Supplies,INV-007-20250427-8389,False,,0.18229130418193332,5,61550.31,0.6459307764265669
11044,2025-01-12,EMP-046,PROV-007,1969.09,Travel,INV-007-20250112-11043,False,,0.6580372248019237,5,226279.57,0.7473684210526316
13933,2025-08-27,EMP-099,PROV-060,1161.43,Logistics,INV-060-20250827-13932,False,,-0.1381231455534592,4,180119.33,0.47052879757494104
6239,2025-02-11,EMP-023,PROV-061,1399.38,Travel,INV-061-20250211-6238,False,,-0.205220580537095,1,244403.75,0.4245614035087719
10263,2025-08-26,EMP-070,PROV-015,622.52,Supplies,INV-015-20250826-10262,False,,0.7076366695064139,3,58938.1,0.8606173994387278
2544,2025-09-27,EMP-076,PROV-039,2111.43,IT,INV-039-20250927-2543,False,,0.33056387727621994,2,281512.93,0.6317172199665632
10366,2025-04-27,EMP-029,PROV-049,1182.67,Logistics,INV-049-20250427-10365,False,,-0.10172406043142893,3,204673.19,0.48602222970697206
12164,2025-02-26,EMP-008,PROV-025,672.68,Marketing,INV-025-20250226-12163,False,,-0.43700675215770723,3,167756.58,0.3461382935705621
4982,2025-03-07,EMP-045,PROV-058,991.76,Logistics,INV-058-20250307-4981,False,,-0.4288874003865512,5,165974.67,0.3553384978107107
2056,2025-03-26,EMP-025,PROV-051,4277.37,IT,INV-051-20250326-2055,False,,2.913486522294678,1,236917.21,0.9971339861475997
3048,2025-03-08,EMP-067,PROV-027,1954.91,Logistics,INV-027-20250308-3047,False,,1.2216671587134222,4,197591.51,0.8885146513977771
3019,2025-06-03,EMP-031,PROV-046,1020.03,Travel,INV-046-20250603-3018,False,,-0.7800338161400456,2,258589.75,0.23421052631578948
8534,2025-01-27,EMP-063,PROV-041,235.32,IT,INV-041-20250127-8533,False,,-1.906731247956048,5,293561.01,0.016957248626701695
665,2025-10-14,EMP-024,PROV-048,986.07,Travel,INV-048-20251014-0664,False,,-0.8314919879631012,3,247581.44,0.21695906432748538
813,2025-07-04,EMP-062,PROV-045,243.85,Supplies,INV-045-20250704-0812,False,,-0.657533036007044,3,55282.7,0.2029934518241347
4026,2025-05-26,EMP-065,PROV-010,396.06,Travel,INV-010-20250526-4025,False,,-1.7255095367652544,1,224445.3,0.034210526315789476
1565,2025-11-27,EMP-091,PROV-011,1050.55,Travel,INV-011-20251127-1564,False,,-0.7337881328644372,3,226325.98,0.247953216374269
10417,2025-03-26,EMP-027,PROV-007,1966.16,IT,INV-007-20250326-10416,False,,0.15732677345901783,3,297695.61,0.5684260807260568
3162,2025-02-28,EMP-024,PROV-035,1192.83,Travel,INV-035-20250228-3161,False,,-0.5181971821287373,2,247581.44,0.31783625730994153
5534,2025-10-27,EMP-004,PROV-002,53.02,Marketing,INV-002-20251027-5533,False,,-1.8761950184318519,4,132490.36,0.0008087343307723412
10797,2025-10-14,EMP-059,PROV-056,405.78,Marketing,INV-056-20251014-10796,False,,-1.056894026257325,2,142308.87,0.13141932875050547
3041,2025-12-27,EMP-010,PROV-036,1685.93,IT,INV-036-20251227-3040,False,,-0.17685257260482626,3,313348.12,0.44256030570814425
8248,2025-02-24,EMP-098,PROV-038,2670.91,IT,INV-038-20250224-8247,False,,0.9977539016697521,4,258000.48,0.8387867208024838
5141,2025-02-12,EMP-085,PROV-032,377.16,Supplies,INV-032-20250212-5140,False,,-0.1769278297799885,1,65851.48,0.43592142188961647
8189,2025-02-26,EMP-029,PROV-003,555.01,Logistics,INV-003-20250226-8188,False,,-1.1773478724697297,7,204673.19,0.11215897608622431
533,2025-10-25,EMP-052,PROV-061,399.46,Supplies,INV-061-20251025-0532,False,,-0.09653253986277813,4,58331.59,0.48737137511693174
5633,2025-06-25,EMP-096,PROV-004,819.75,Marketing,INV-004-20250625-5632,False,,-0.0954300515139049,2,122852.96,0.4840274969672463
7088,2025-01-24,EMP-022,PROV-052,154.04,Supplies,INV-052-20250124-7087,False,,-0.9813133493462671,7,59966.83,0.09354536950420954
5455,2025-02-23,EMP-012,PROV-067,727.71,Logistics,INV-067-20250223-5454,False,,-0.8813910927816588,5,177196.16,0.1953519703603907
12160,2025-08-17,EMP-085,PROV-070,536.5,Supplies,INV-070-20250817-12159,False,,0.39751995028316506,1,65851.48,0.7539756782039289
3479,2025-09-27,EMP-021,PROV-068,730.79,Marketing,INV-068-20250927-3478,False,,-0.3020436592467713,6,137154.78,0.3991103922361504
243,2025-09-27,EMP-002,PROV-057,347.11,Supplies,INV-057-20250927-0242,False,,-0.2852631868208933,3,102059.67,0.37652011225444343
2106,2025-07-26,EMP-067,PROV-020,875.01,Logistics,INV-020-20250726-2105,False,,-0.6289624092376356,3,197591.51,0.28157628831256315
8163,2025-09-13,EMP-001,PROV-029,2000.36,Travel,INV-029-20250913-8162,False,,0.7054193518015396,5,289855.85,0.7681286549707602
394,2025-02-26,EMP-036,PROV-037,2251.29,Logistics,INV-037-20250226-0393,False,,1.7295749199406971,4,201368.76,0.951498821151903
10046,2025-07-18,EMP-036,PROV-038,1095.4,Logistics,INV-038-20250718-10045,False,,-0.25127905848225657,3,201368.76,0.41966992253283936
10193,2025-01-27,EMP-048,PROV-062,2178.95,IT,INV-062-20250127-10192,False,,0.41108269912338385,1,292016.58,0.6653928827322665
11681,2025-08-03,EMP-076,PROV-001,1981.58,IT,INV-001-20250803-11680,False,,0.17571540250053524,4,281512.93,0.5746357774062575
8136,2025-07-03,EMP-067,PROV-051,681.91,Logistics,INV-051-20250703-8135,False,,-0.9598787622067524,3,197591.51,0.17076456719434152
6126,2025-09-03,EMP-052,PROV-070,479.88,Supplies,INV-070-20250903-6125,False,,0.19339522763238207,3,58331.59,0.6510757717492984
1439,2025-01-10,EMP-019,PROV-008,925.86,IT,INV-008-20250110-1438,False,,-1.0832498018905772,2,302620.33,0.1490327203248149
3942,2025-02-16,EMP-059,PROV-040,274.78,Marketing,INV-040-20250216-3941,False,,-1.3611474279322968,1,142308.87,0.060250707642539425
11905,2025-09-27,EMP-085,PROV-016,892.18,Supplies,INV-016-20250927-11904,False,,1.6798067986129157,2,65851.48,0.9831618334892422
10124,2025-07-27,EMP-070,PROV-010,579.86,Supplies,INV-010-20250727-10123,False,,0.5538401193777951,2,58938.1,0.8161833489242283
10479,2025-06-09,EMP-030,PROV-025,603.16,Supplies,INV-025-20250609-10478,False,,0.6378405792464499,4,60320.51,0.8409728718428437
7311,2025-08-01,EMP-022,PROV-007,472.8,Supplies,INV-007-20250801-7310,False,,0.16787062437615563,5,59966.83,0.6417212347988774
8434,2025-01-26,EMP-076,PROV-001,2285.78,IT,INV-001-20250126-8433,False,,0.5384794073273613,4,281512.93,0.7076665870551707
12012,2025-06-22,EMP-063,PROV-031,1300.53,IT,INV-031-20250622-12011,False,,-0.6364490468331585,4,293561.01,0.2827800334368283
9334,2025-07-02,EMP-031,PROV-005,1845.55,Travel,INV-005-20250702-9333,False,,0.47084221458342246,3,258589.75,0.6839181286549708
3071,2025-08-27,EMP-062,PROV-054,355.44,Supplies,INV-054-20250827-3070,False,,-0.25523212112536137,2,55282.7,0.39569691300280635
2315,2025-11-12,EMP-037,PROV-064,554.94,Supplies,INV-064-20251112-2314,False,,0.46399928418780034,2,65531.63,0.784845650140318
2021,2025-03-26,EMP-078,PROV-060,2141.97,Logistics,INV-060-20250326-2020,False,,1.5422327360640327,5,201123.28,0.9323004378578647
4855,2025-03-27,EMP-015,PROV-021,2484.02,IT,INV-021-20250327-4854,False,,0.7748841946937973,1,279129.22,0.7821829472175782
102,2025-04-25,EMP-099,PROV-025,1277.96,Logistics,INV-025-20250425-0101,False,,0.061574848291653037,3,180119.33,0.5543954193331088
2758,2025-06-26,EMP-002,PROV-020,450.59,Supplies,INV-020-20250626-2757,False,,0.08779979975457497,4,102059.67,0.5940130963517306
5525,2025-02-28,EMP-064,PROV-007,88.99,Supplies,INV-007-20250228-5524,False,,-1.2158296546877265,5,61550.31,0.0313376987839102
8760,2025-01-23,EMP-005,PROV-067,1705.12,Travel,INV-067-20250123-8759,False,,0.258054491700274,2,284568.78,0.6090643274853801
1348,2025-03-25,EMP-086,PROV-065,1257.66,Marketing,INV-065-20250325-1347,False,,0.9216356517493537,3,133466.01,0.8495754144763445
11176,2025-01-19,EMP-055,PROV-032,1488.2,Logistics,INV-032-20250119-11175,False,,0.4218640976351389,1,170859.05,0.6881104749073762
4509,2025-11-14,EMP-059,PROV-044,229.77,Marketing,INV-044-20251114-4508,False,,-1.4656851806757354,2,142308.87,0.0440760210270926
5034,2025-05-25,EMP-006,PROV-062,2759.22,IT,INV-062-20250525-5033,False,,1.1030651747343705,3,329893.7,0.8609983281585861
10598,2025-06-20,EMP-064,PROV-052,365.19,Supplies,INV-052-20250620-10597,False,,-0.22008171409877827,3,61550.31,0.4148737137511693
12735,2025-11-18,EMP-095,PROV-023,1003.75,Logistics,INV-023-20251118-12734,False,,-0.4083400825610737,4,167366.6,0.36308521387672615
10486,2025-07-25,EMP-009,PROV-054,634.96,Marketing,INV-054-20250725-10485,False,,-0.5246131514796912,5,146136.59,0.3101496158511929
5073,2025-11-27,EMP-068,PROV-005,547.76,Travel,INV-005-20251127-5072,False,,-1.4956448528560213,1,241702.26,0.06491228070175438
681,2025-02-28,EMP-078,PROV-059,912.36,Logistics,INV-059-20250228-0680,False,,-0.5649555434510145,2,201123.28,0.306500505220613
9458,2025-03-12,EMP-064,PROV-054,774.39,Supplies,INV-054-20250312-9457,False,,1.2551538300322778,2,61550.31,0.961178671655753
5218,2025-03-08,EMP-010,PROV-017,1643.5,IT,INV-017-20250308-5217,False,,-0.22745111542140167,2,313348.12,0.42249820874134225
13579,2025-06-08,EMP-010,PROV-037,1145.28,IT,INV-037-20250608-13578,False,,-0.821587481249216,2,313348.12,0.22331024599952234
3263,2025-09-15,EMP-037,PROV-053,472.95,Supplies,INV-053-20250915-3262,False,,0.1684113998688722,3,65531.63,0.6421889616463985
11363,2025-11-04,EMP-015,PROV-051,1594.71,IT,INV-051-20251104-11362,False,,-0.2856340733290309,3,279129.22,0.4041079531884404
2852,2025-03-08,EMP-073,PROV-053,2344.2,Travel,INV-053-20250308-2851,False,,1.2264257652184853,2,208750.34,0.8845029239766082
10478,2025-05-28,EMP-039,PROV-045,998.54,Logistics,INV-045-20250528-10477,False,,-0.41726848338432126,3,173483.1,0.3600538901987201
12647,2025-06-27,EMP-084,PROV-061,1780.35,Travel,INV-061-20250627-12646,False,,0.3720473735097111,4,224968.98,0.6529239766081871
13565,2025-06-06,EMP-099,PROV-023,2268.0,Logistics,INV-023-20250606-13564,False,,1.758210923348848,1,180119.33,0.9531828898619064
7351,2025-05-26,EMP-035,PROV-060,467.98,Logistics,INV-060-20250526-7350,False,,-1.3264915814231333,2,161827.99,0.08386662175816774
10398,2025-06-25,EMP-024,PROV-031,989.19,Travel,INV-031-20250625-10397,False,,-0.8267643820712304,4,247581.44,0.21842105263157896
10949,2025-11-26,EMP-099,PROV-052,1442.03,Logistics,INV-052-20251126-10948,False,,0.34274235751818316,4,180119.33,0.6645335129673291
9314,2025-10-01,EMP-020,PROV-022,2177.59,IT,INV-022-20251001-9313,False,,0.4094608745127186,5,277077.26,0.6649152137568665
12985,2025-04-04,EMP-051,PROV-016,422.62,Supplies,INV-016-20250404-12984,False,,-0.013036803787325303,6,62024.75,0.5362488306828812
2258,2025-06-26,EMP-060,PROV-010,1324.18,IT,INV-010-20250626-2257,False,,-0.6082459938609216,3,272114.54,0.29376641987102936
4933,2025-12-05,EMP-081,PROV-065,1046.17,Marketing,INV-065-20251205-4932,False,,0.43044059892309594,2,140134.76,0.7011726647796199
9867,2025-01-23,EMP-089,PROV-048,685.44,Marketing,INV-048-20250123-9866,False,,-0.40737107730753414,3,132657.19,0.3566518398706025
