employee_id,department,date,day_of_week,month,hours_reported,is_fraud,fraud_type,global_mean,global_std,z_score,dept_percentile
EMP-002,Engineering,2024-01-26,Friday,January,11.19,True,friday_inflator,8.818,1.4018417564324153,1.6920597414907703,0.978974358974359
EMP-002,Engineering,2024-01-29,Monday,January,9.38,True,friday_inflator,8.818,1.4018417564324153,0.4009011697798545,0.8335897435897436
EMP-002,Engineering,2024-01-30,Tuesday,January,8.9,True,friday_inflator,8.818,1.4018417564324153,0.05849447672944537,0.7117948717948718
EMP-002,Engineering,2024-01-31,Wednesday,January,8.47,True,friday_inflator,8.818,1.4018417564324153,-0.24824485246154568,0.5707692307692308
EMP-049,Engineering,2024-01-01,Monday,January,8.28,False,,8.129,0.8243445599313263,0.18317583124777237,0.491025641025641
EMP-049,Engineering,2024-01-02,Tuesday,January,8.89,False,,8.129,0.8243445599313263,0.9231576660897691,0.7079487179487179
EMP-049,Engineering,2024-01-03,Wednesday,January,9.21,False,,8.129,0.8243445599313263,1.3113448581380294,0.8015384615384615
EMP-049,Engineering,2024-01-04,Thursday,January,7.82,False,,8.129,0.8243445599313263,-0.3748432573216,0.2794871794871795
EMP-049,Engineering,2024-01-05,Friday,January,7.22,False,,8.129,0.8243445599313263,-1.1026942424120878,0.09461538461538462
EMP-049,Engineering,2024-01-08,Monday,January,7.6,False,,8.129,0.8243445599313263,-0.6417219518547794,0.20025641025641025
EMP-049,Engineering,2024-01-09,Tuesday,January,8.05,False,,8.129,0.8243445599313263,-0.09583371303691275,0.382051282051282
EMP-049,Engineering,2024-01-10,Wednesday,January,8.93,False,,8.129,0.8243445599313263,0.9716810650958007,0.7220512820512821
EMP-049,Engineering,2024-01-11,Thursday,January,9.07,False,,8.129,0.8243445599313263,1.141512961616915,0.7623076923076924
EMP-049,Engineering,2024-01-12,Friday,January,6.23,False,,8.129,0.8243445599313263,-2.303648367811391,0.0035897435897435897
EMP-049,Engineering,2024-01-15,Monday,January,8.22,False,,8.129,0.8243445599313263,0.1103907327387252,0.46307692307692305
EMP-049,Engineering,2024-01-16,Tuesday,January,8.03,False,,8.129,0.8243445599313263,-0.12009541253993063,0.3723076923076923
EMP-049,Engineering,2024-01-17,Wednesday,January,7.59,False,,8.129,0.8243445599313263,-0.6538528016062873,0.19743589743589743
EMP-049,Engineering,2024-01-18,Thursday,January,7.26,False,,8.129,0.8243445599313263,-1.0541708434060553,0.1041025641025641
EMP-049,Engineering,2024-01-19,Friday,January,7.86,False,,8.129,0.8243445599313263,-0.32631985831556753,0.3028205128205128
EMP-049,Engineering,2024-01-22,Monday,January,9.46,False,,8.129,0.8243445599313263,1.6146161019257323,0.8512820512820513
EMP-049,Engineering,2024-01-23,Tuesday,January,7.83,False,,8.129,0.8243445599313263,-0.36271240757009215,0.28615384615384615
EMP-049,Engineering,2024-01-24,Wednesday,January,8.24,False,,8.129,0.8243445599313263,0.13465243224174092,0.4723076923076923
EMP-049,Engineering,2024-01-25,Thursday,January,8.63,False,,8.129,0.8243445599313263,0.6077555725505583,0.6261538461538462
EMP-049,Engineering,2024-01-26,Friday,January,7.92,False,,8.129,0.8243445599313263,-0.25353475980651924,0.33
EMP-049,Engineering,2024-01-29,Monday,January,9.73,False,,8.129,0.8243445599313263,1.9421490452164512,0.888974358974359
EMP-049,Engineering,2024-01-30,Tuesday,January,9.62,False,,8.129,0.8243445599313263,1.8087096979498603,0.8743589743589744
EMP-049,Engineering,2024-01-31,Wednesday,January,7.66,False,,8.129,0.8243445599313263,-0.5689368533457301,0.22435897435897437
EMP-032,Marketing,2024-01-01,Monday,January,7.5,False,,7.442,0.6813363521831208,0.0851268243858671,0.46105769230769234
EMP-032,Marketing,2024-01-02,Tuesday,January,7.13,False,,7.442,0.6813363521831208,-0.45792360704121793,0.28076923076923077
EMP-032,Marketing,2024-01-03,Wednesday,January,7.1,False,,7.442,0.6813363521831208,-0.5019547231028738,0.2658653846153846
EMP-032,Marketing,2024-01-04,Thursday,January,6.25,False,,7.442,0.6813363521831208,-1.7495030115164467,0.03028846153846154
EMP-032,Marketing,2024-01-05,Friday,January,7.69,False,,7.442,0.6813363521831208,0.3639905594430194,0.5427884615384615
EMP-032,Marketing,2024-01-08,Monday,January,7.5,False,,7.442,0.6813363521831208,0.0851268243858671,0.46105769230769234
EMP-032,Marketing,2024-01-09,Tuesday,January,6.36,False,,7.442,0.6813363521831208,-1.5880555859570424,0.04471153846153846
EMP-032,Marketing,2024-01-10,Wednesday,January,7.09,False,,7.442,0.6813363521831208,-0.516631761790092,0.2605769230769231
EMP-032,Marketing,2024-01-11,Thursday,January,8.43,False,,7.442,0.6813363521831208,1.4500914222971881,0.8413461538461539
EMP-032,Marketing,2024-01-12,Friday,January,7.0,False,,7.442,0.6813363521831208,-0.6487251099750584,0.22259615384615383
EMP-032,Marketing,2024-01-15,Monday,January,6.76,False,,7.442,0.6813363521831208,-1.000974038468303,0.13413461538461538
EMP-032,Marketing,2024-01-16,Tuesday,January,7.48,False,,7.442,0.6813363521831208,0.055772747011430715,0.4528846153846154
EMP-032,Marketing,2024-01-17,Wednesday,January,9.03,False,,7.442,0.6813363521831208,2.330713743530298,0.9528846153846153
EMP-032,Marketing,2024-01-18,Thursday,January,7.01,False,,7.442,0.6813363521831208,-0.6340480712878401,0.22740384615384615
EMP-032,Marketing,2024-01-19,Friday,January,7.81,False,,7.442,0.6813363521831208,0.5401150236896404,0.6076923076923076
EMP-032,Marketing,2024-01-22,Monday,January,8.0,False,,7.442,0.6813363521831208,0.8189787587467926,0.6903846153846154
EMP-032,Marketing,2024-01-23,Tuesday,January,7.0,False,,7.442,0.6813363521831208,-0.6487251099750584,0.22259615384615383
EMP-032,Marketing,2024-01-24,Wednesday,January,7.93,False,,7.442,0.6813363521831208,0.7162394879362626,0.6423076923076924
EMP-032,Marketing,2024-01-25,Thursday,January,7.26,False,,7.442,0.6813363521831208,-0.26712210410737747,0.3423076923076923
EMP-032,Marketing,2024-01-26,Friday,January,7.74,False,,7.442,0.6813363521831208,0.4373757528791117,0.56875
EMP-032,Marketing,2024-01-29,Monday,January,7.74,False,,7.442,0.6813363521831208,0.4373757528791117,0.56875
EMP-032,Marketing,2024-01-30,Tuesday,January,7.56,False,,7.442,0.6813363521831208,0.1731890565091776,0.48365384615384616
EMP-032,Marketing,2024-01-31,Wednesday,January,6.56,False,,7.442,0.6813363521831208,-1.2945148122126733,0.08461538461538462
EMP-016,Sales,2024-01-01,Monday,January,8.78,False,,7.728076923076923,1.0521989496743887,0.9997378131280232,0.7376923076923076
EMP-016,Sales,2024-01-02,Tuesday,January,7.33,False,,7.728076923076923,1.0521989496743887,-0.37832856913619906,0.275
EMP-016,Sales,2024-01-03,Wednesday,January,6.91,False,,7.728076923076923,1.0521989496743887,-0.7774926246885946,0.15846153846153846
EMP-016,Sales,2024-01-04,Thursday,January,6.06,False,,7.728076923076923,1.0521989496743887,-1.5853246418779672,0.033846153846153845
EMP-016,Sales,2024-01-05,Friday,January,8.03,False,,7.728076923076923,1.0521989496743887,0.28694485678445963,0.5046153846153846
EMP-016,Sales,2024-01-08,Monday,January,8.26,False,,7.728076923076923,1.0521989496743887,0.5055346967298195,0.5973076923076923
EMP-016,Sales,2024-01-09,Tuesday,January,5.67,False,,7.728076923076923,1.0521989496743887,-1.95597697917662,0.013076923076923076
EMP-016,Sales,2024-01-10,Wednesday,January,7.83,False,,7.728076923076923,1.0521989496743887,0.09686673509284334,0.4403846153846154
EMP-016,Sales,2024-01-11,Thursday,January,7.05,False,,7.728076923076923,1.0521989496743887,-0.644437939504463,0.18769230769230769
EMP-016,Sales,2024-01-12,Friday,January,8.17,False,,7.728076923076923,1.0521989496743887,0.419999541968592,0.556923076923077
EMP-016,Sales,2024-01-15,Monday,January,6.86,False,,7.728076923076923,1.0521989496743887,-0.8250121551114987,0.14846153846153845
EMP-016,Sales,2024-01-16,Tuesday,January,8.3,False,,7.728076923076923,1.0521989496743887,0.5435503210681438,0.6111538461538462
EMP-016,Sales,2024-01-17,Wednesday,January,7.51,False,,7.728076923076923,1.0521989496743887,-0.20725825961374408,0.3230769230769231
EMP-016,Sales,2024-01-18,Thursday,January,9.33,False,,7.728076923076923,1.0521989496743887,1.5224526477799705,0.8530769230769231
EMP-016,Sales,2024-01-19,Friday,January,6.71,False,,7.728076923076923,1.0521989496743887,-0.9675707463802118,0.11307692307692307
EMP-016,Sales,2024-01-22,Monday,January,7.39,False,,7.728076923076923,1.0521989496743887,-0.32130513262871435,0.28923076923076924
EMP-016,Sales,2024-01-23,Tuesday,January,6.59,False,,7.728076923076923,1.0521989496743887,-1.081617619395182,0.09615384615384616
EMP-016,Sales,2024-01-24,Wednesday,January,9.24,False,,7.728076923076923,1.0521989496743887,1.4369174930187432,0.8373076923076923
EMP-016,Sales,2024-01-25,Thursday,January,8.96,False,,7.728076923076923,1.0521989496743887,1.1708081226504798,0.7788461538461539
EMP-016,Sales,2024-01-26,Friday,January,7.15,False,,7.728076923076923,1.0521989496743887,-0.5493988786586541,0.2153846153846154
EMP-016,Sales,2024-01-29,Monday,January,8.21,False,,7.728076923076923,1.0521989496743887,0.4580151663069163,0.5776923076923077
EMP-016,Sales,2024-01-30,Tuesday,January,8.7,False,,7.728076923076923,1.0521989496743887,0.9237065644513764,0.7203846153846154
EMP-016,Sales,2024-01-31,Wednesday,January,7.94,False,,7.728076923076923,1.0521989496743887,0.20140970202323297,0.47307692307692306
EMP-035,Marketing,2024-01-01,Monday,January,7.55,False,,7.525538461538462,0.6511302773210031,0.037567809873904394,0.4798076923076923
EMP-035,Marketing,2024-01-02,Tuesday,January,7.01,False,,7.525538461538462,0.6511302773210031,-0.7917593137575827,0.22740384615384615
EMP-035,Marketing,2024-01-03,Wednesday,January,6.57,False,,7.525538461538462,0.6511302773210031,-1.467507340420275,0.08653846153846154
EMP-035,Marketing,2024-01-04,Thursday,January,8.39,False,,7.525538461538462,0.6511302773210031,1.3276322244117742,0.833173076923077
EMP-035,Marketing,2024-01-05,Friday,January,8.4,False,,7.525538461538462,0.6511302773210031,1.3429901341086532,0.8365384615384616
EMP-035,Marketing,2024-01-08,Monday,January,7.74,False,,7.525538461538462,0.6511302773210031,0.3293680941146134,0.56875
EMP-035,Marketing,2024-01-09,Tuesday,January,7.21,False,,7.525538461538462,0.6511302773210031,-0.4846011198199946,0.3096153846153846
EMP-035,Marketing,2024-01-10,Wednesday,January,7.23,False,,7.525538461538462,0.6511302773210031,-0.45388530042623515,0.3216346153846154
EMP-035,Marketing,2024-01-11,Thursday,January,7.92,False,,7.525538461538462,0.6511302773210031,0.6058104686584419,0.6399038461538461
EMP-035,Marketing,2024-01-12,Friday,January,8.39,False,,7.525538461538462,0.6511302773210031,1.3276322244117742,0.833173076923077
EMP-035,Marketing,2024-01-15,Monday,January,8.35,False,,7.525538461538462,0.6511302773210031,1.2662005856242553,0.823076923076923
EMP-035,Marketing,2024-01-16,Tuesday,January,8.04,False,,7.525538461538462,0.6511302773210031,0.7901053850209935,0.7278846153846154
EMP-035,Marketing,2024-01-17,Wednesday,January,7.75,False,,7.525538461538462,0.6511302773210031,0.34472600381149243,0.5754807692307692
EMP-035,Marketing,2024-01-18,Thursday,January,6.54,False,,7.525538461538462,0.6511302773210031,-1.5135810695109135,0.08028846153846154
EMP-035,Marketing,2024-01-19,Friday,January,6.81,False,,7.525538461538462,0.6511302773210031,-1.0989175076951707,0.15
EMP-035,Marketing,2024-01-22,Monday,January,8.39,False,,7.525538461538462,0.6511302773210031,1.3276322244117742,0.833173076923077
EMP-035,Marketing,2024-01-23,Tuesday,January,7.69,False,,7.525538461538462,0.6511302773210031,0.2525785456302167,0.5427884615384615
EMP-035,Marketing,2024-01-24,Wednesday,January,5.85,False,,7.525538461538462,0.6511302773210031,-2.573276838595592,0.007211538461538462
EMP-035,Marketing,2024-01-25,Thursday,January,6.61,False,,7.525538461538462,0.6511302773210031,-1.4060757016327574,0.09711538461538462
EMP-035,Marketing,2024-01-26,Friday,January,7.8,False,,7.525538461538462,0.6511302773210031,0.4215155522958891,0.6019230769230769
EMP-035,Marketing,2024-01-29,Monday,January,5.7,False,,7.525538461538462,0.6511302773210031,-2.803645484048782,0.004807692307692308
EMP-035,Marketing,2024-01-30,Tuesday,January,6.81,False,,7.525538461538462,0.6511302773210031,-1.0989175076951707,0.15
EMP-035,Marketing,2024-01-31,Wednesday,January,7.59,False,,7.525538461538462,0.6511302773210031,0.098999448661422,0.5014423076923077
EMP-014,Engineering,2024-01-01,Monday,January,8.6,False,,8.170923076923078,0.7435140178988994,0.5770932527801598,0.6151282051282051
EMP-014,Engineering,2024-01-02,Tuesday,January,8.51,False,,8.170923076923078,0.7435140178988994,0.45604644285674856,0.5838461538461538
EMP-014,Engineering,2024-01-03,Wednesday,January,7.59,False,,8.170923076923078,0.7435140178988994,-0.7813209474714571,0.19743589743589743
EMP-014,Engineering,2024-01-04,Thursday,January,8.65,False,,8.170923076923078,0.7435140178988994,0.6443414805153893,0.6333333333333333
EMP-014,Engineering,2024-01-05,Friday,January,7.63,False,,8.170923076923078,0.7435140178988994,-0.7275223652832742,0.2094871794871795
EMP-014,Engineering,2024-01-08,Monday,January,7.84,False,,8.170923076923078,0.7435140178988994,-0.4450798087953142,0.2917948717948718
EMP-014,Engineering,2024-01-09,Tuesday,January,8.73,False,,8.170923076923078,0.7435140178988994,0.7519386448917551,0.6558974358974359
EMP-014,Engineering,2024-01-10,Wednesday,January,8.51,False,,8.170923076923078,0.7435140178988994,0.45604644285674856,0.5838461538461538
EMP-014,Engineering,2024-01-11,Thursday,January,9.03,False,,8.170923076923078,0.7435140178988994,1.1554280113031252,0.7484615384615385
EMP-014,Engineering,2024-01-12,Friday,January,8.52,False,,8.170923076923078,0.7435140178988994,0.469496088403794,0.5882051282051282
EMP-014,Engineering,2024-01-15,Monday,January,8.34,False,,8.170923076923078,0.7435140178988994,0.2274024685569715,0.5182051282051282
EMP-014,Engineering,2024-01-16,Tuesday,January,7.15,False,,8.170923076923078,0.7435140178988994,-1.373105351541468,0.08256410256410257
EMP-014,Engineering,2024-01-17,Wednesday,January,7.93,False,,8.170923076923078,0.7435140178988994,-0.324032998871903,0.33256410256410257
EMP-014,Engineering,2024-01-18,Thursday,January,7.7,False,,8.170923076923078,0.7435140178988994,-0.6333748464539538,0.23564102564102565
EMP-014,Engineering,2024-01-19,Friday,January,7.65,False,,8.170923076923078,0.7435140178988994,-0.7006230741891821,0.22
EMP-014,Engineering,2024-01-22,Monday,January,9.74,False,,8.170923076923078,0.7435140178988994,2.110352845143372,0.89
EMP-014,Engineering,2024-01-23,Tuesday,January,7.98,False,,8.170923076923078,0.7435140178988994,-0.2567847711366735,0.3523076923076923
EMP-014,Engineering,2024-01-24,Wednesday,January,9.19,False,,8.170923076923078,0.7435140178988994,1.3706223400558568,0.796923076923077
EMP-014,Engineering,2024-01-25,Thursday,January,8.47,False,,8.170923076923078,0.7435140178988994,0.4022478606685669,0.5707692307692308
EMP-014,Engineering,2024-01-26,Friday,January,8.86,False,,8.170923076923078,0.7435140178988994,0.9267840370033481,0.6987179487179487
EMP-014,Engineering,2024-01-29,Monday,January,8.21,False,,8.170923076923078,0.7435140178988994,0.05255707644537855,0.4564102564102564
EMP-014,Engineering,2024-01-30,Tuesday,January,8.36,False,,8.170923076923078,0.7435140178988994,0.2543017596510624,0.5294871794871795
EMP-014,Engineering,2024-01-31,Wednesday,January,8.18,False,,8.170923076923078,0.7435140178988994,0.012208139804239874,0.4371794871794872
EMP-001,Engineering,2024-01-01,Monday,January,9.21,True,consistent_padding,9.747307692307693,0.91298113658187,-0.588520037028728,0.8015384615384615
EMP-001,Engineering,2024-01-02,Tuesday,January,10.24,True,consistent_padding,9.747307692307693,0.91298113658187,0.5396522315202574,0.931025641025641
EMP-001,Engineering,2024-01-03,Wednesday,January,8.83,True,consistent_padding,9.747307692307693,0.91298113658187,-1.0047389322215587,0.69
EMP-001,Engineering,2024-01-04,Thursday,January,8.24,True,consistent_padding,9.747307692307693,0.91298113658187,-1.6509735326525312,0.4723076923076923
EMP-001,Engineering,2024-01-05,Friday,January,10.49,True,consistent_padding,9.747307692307693,0.91298113658187,0.813480452041856,0.9492307692307692
EMP-001,Engineering,2024-01-08,Monday,January,8.6,True,consistent_padding,9.747307692307693,0.91298113658187,-1.2566608951014298,0.6151282051282051
EMP-001,Engineering,2024-01-09,Tuesday,January,10.97,True,consistent_padding,9.747307692307693,0.91298113658187,1.3392306354433259,0.9702564102564103
EMP-001,Engineering,2024-01-10,Wednesday,January,11.42,True,consistent_padding,9.747307692307693,0.91298113658187,1.8321214323822024,0.9853846153846154
EMP-001,Engineering,2024-01-11,Thursday,January,11.04,True,consistent_padding,9.747307692307693,0.91298113658187,1.4159025371893716,0.9730769230769231
EMP-001,Engineering,2024-01-12,Friday,January,9.63,True,consistent_padding,9.747307692307693,0.91298113658187,-0.12848862655244245,0.8758974358974358
EMP-001,Engineering,2024-01-15,Monday,January,8.18,True,consistent_padding,9.747307692307693,0.91298113658187,-1.7166923055777155,0.4371794871794872
EMP-001,Engineering,2024-01-16,Tuesday,January,10.73,True,consistent_padding,9.747307692307693,0.91298113658187,1.076355543742591,0.9597435897435898
EMP-001,Engineering,2024-01-17,Wednesday,January,9.35,True,consistent_padding,9.747307692307693,0.91298113658187,-0.4351762335366341,0.83
EMP-001,Engineering,2024-01-18,Thursday,January,11.48,True,consistent_padding,9.747307692307693,0.91298113658187,1.8978402053073866,0.9876923076923076
EMP-001,Engineering,2024-01-19,Friday,January,11.45,True,consistent_padding,9.747307692307693,0.91298113658187,1.8649808188447936,0.9866666666666667
EMP-001,Engineering,2024-01-22,Monday,January,10.91,True,consistent_padding,9.747307692307693,0.91298113658187,1.2735118625181416,0.9671794871794872
EMP-001,Engineering,2024-01-23,Tuesday,January,9.68,True,consistent_padding,9.747307692307693,0.91298113658187,-0.07372298244812389,0.884102564102564
EMP-001,Engineering,2024-01-24,Wednesday,January,9.48,True,consistent_padding,9.747307692307693,0.91298113658187,-0.292785558865402,0.8535897435897436
EMP-001,Engineering,2024-01-25,Thursday,January,10.53,True,consistent_padding,9.747307692307693,0.91298113658187,0.8572929673253109,0.9528205128205128
EMP-001,Engineering,2024-01-26,Friday,January,9.62,True,consistent_padding,9.747307692307693,0.91298113658187,-0.1394417553733081,0.8743589743589744
EMP-001,Engineering,2024-01-29,Monday,January,9.09,True,consistent_padding,9.747307692307693,0.91298113658187,-0.7199575828790964,0.77
EMP-001,Engineering,2024-01-30,Tuesday,January,10.02,True,consistent_padding,9.747307692307693,0.91298113658187,0.29868339746125,0.9174358974358975
EMP-001,Engineering,2024-01-31,Wednesday,January,11.21,True,consistent_padding,9.747307692307693,0.91298113658187,1.6021057271440606,0.9794871794871794
